0,50.0
1,8.0
2,8.0
3,8.0
4,8.0
5,8.0
6,227.67999999999998
7,227.67999999999998
8,227.67999999999998
9,227.67999999999998
10,227.67999999999998
11,227.67999999999998
12,447.35999999999996
13,447.35999999999996
14,447.35999999999996
15,447.35999999999996
16,447.35999999999996
17,447.35999999999996
18,667.04
19,667.04
20,667.04
21,667.04
22,667.04
23,667.04
24,886.7199999999999
25,886.7199999999999
26,886.7199999999999
27,886.7199999999999
28,886.7199999999999
29,886.7199999999999
30,1106.3999999999999
31,1106.3999999999999
32,1106.3999999999999
33,1106.3999999999999
34,1106.3999999999999
35,1106.3999999999999
36,1326.08
37,1326.08
38,1326.08
39,1326.08
40,1326.08
41,1326.08
42,1545.76
43,1545.76
44,1545.76
45,1545.76
46,1545.76
47,1545.76
48,1765.44
49,1765.44
50,1765.44
51,1765.44
52,1765.44
53,1765.44
54,1985.1200000000001
55,1985.1200000000001
56,1985.1200000000001
57,1985.1200000000001
58,1985.1200000000001
59,1985.1200000000001
60,2204.8
61,2204.8
62,2204.8
63,2204.8
64,2204.8
65,2204.8
66,2424.48
67,2424.48
68,2424.48
69,2424.48
70,2424.48
71,2424.48
72,2644.16
73,2644.16
74,2644.16
75,2644.16
76,2644.16
77,2644.16
78,2863.8399999999997
79,2863.8399999999997
80,2863.8399999999997
81,2863.8399999999997
82,2863.8399999999997
83,2863.8399999999997
84,3083.5199999999995
85,3083.5199999999995
86,3083.5199999999995
87,3083.5199999999995
88,3083.5199999999995
89,3083.5199999999995
90,3303.1999999999994
91,3303.1999999999994
92,3303.1999999999994
93,3303.1999999999994
94,3303.1999999999994
95,3303.1999999999994
96,3522.879999999999
97,3522.879999999999
98,3522.879999999999
99,3522.879999999999
100,3522.879999999999
101,3522.879999999999
102,3742.559999999999
103,3742.559999999999
104,3742.559999999999
105,3742.559999999999
106,3742.559999999999
107,3742.559999999999
108,3962.239999999999
109,3962.239999999999
110,3962.239999999999
111,3962.239999999999
112,3962.239999999999
113,3962.239999999999
114,4181.919999999999
115,4181.919999999999
116,4181.919999999999
117,4181.919999999999
118,4181.919999999999
119,4181.919999999999
120,4401.599999999999
121,4401.599999999999
122,4401.599999999999
123,4401.599999999999
124,4401.599999999999
125,4401.599999999999
126,4621.28
127,4621.28
128,4621.28
129,4621.28
130,4621.28
131,4621.28
132,4840.96
133,4840.96
134,4840.96
135,4840.96
136,4840.96
137,4840.96
138,5060.64
139,5060.64
140,5060.64
141,5060.64
142,5060.64
143,5060.64
144,5280.320000000001
145,5280.320000000001
146,5280.320000000001
147,5280.320000000001
148,5280.320000000001
149,5280.320000000001
150,5500.000000000001
151,5500.000000000001
152,5500.000000000001
153,5500.000000000001
154,5500.000000000001
155,5500.000000000001
156,5719.680000000001
157,5719.680000000001
158,5719.680000000001
159,5719.680000000001
160,5719.680000000001
